order,word,phonetic,example,note,definition_en
1,affair,/əˈfɛɹ/,She was heartbroken when she discovered her husband was having an affair with a colleague.,,
2,bond,/bɑnd/,The teammates developed a strong bond during the championship season.,,
3,household,/ˈhaʊsˌhoʊɫd/,The entire household gathered in the living room to discuss the upcoming family vacation.,,
4,divorce,/dɪˈvɔɹs/,"After years of marital conflict, they decided to pursue a divorce and go their separate ways.",,
5,to divorce,/dɪˈvɔɹs/,"After years of struggling, they decided to divorce and pursue separate lives.",,
6,lineage,/ˈɫɪniədʒ/,He is proud of his royal lineage.,,
7,ancestor,/ˈænˌsɛstɝ/,She discovered that one of her ancestors had fought in the Civil War.,,
8,ex,/ˈɛks/,My ex and I are on good terms and remain friends after our breakup.,,
9,extended family,/ɛkstˈɛndᵻd fˈæmɪli/,"Their extended family reunions are always a big event, with over fifty relatives attending.",,
10,folks,/ˈfoʊks/,She's planning to visit her folks over the weekend to catch up and spend some quality time.,,
11,foster parent,/fˈɑːstɚ pˈɛɹənt/,She became a foster parent to provide a loving home for children in need.,,
12,identical twin,/aɪdˈɛntɪkəl twˈɪn/,People often confuse her with her identical twin because they look so alike.,,
13,in-law,/ɪnˈɫɔ/,His in-laws are visiting for the holidays.,,
14,sibling,/ˈsɪbɫɪŋ/,She has a close relationship with her sibling and talks to her every day.,,
15,stepbrother,/stˈɛpbɹʌðɚ/,"My stepbrother and I get along well, even though we come from different families.",,
16,stepchild,/ˈstɛpˌtʃaɪɫd/,He treated his stepchild with the same love and care as his biological children.,,
17,stepdaughter,/ˈstɛpˌdɔtɝ/,She bought a beautiful necklace as a birthday gift for her stepdaughter.,,
18,stepfather,/ˈstɛpˌfɑðɝ/,"Her stepfather taught her how to drive, patiently guiding her through each lesson.",,
19,stepmother,/ˈstɛpˌməðɝ/,She got along well with her stepmother.,,
20,stepsister,/ˈstɛpˌsɪstɝ/,"She and her stepsister became best friends, sharing secrets and dreams.",,
21,stepson,/ˈstɛpˌsən/,His stepson quickly adjusted to the new family dynamic and felt right at home.,,
22,separation,/ˌsɛpɝˈeɪʃən/,"After years of marital discord, they decided to pursue a legal separation rather than immediately filing for divorce.",,
23,adoption,/əˈdɑpʃən/,The couple completed the adoption process and welcomed their new daughter into their home.,,
24,brotherly,/ˈbɹəðɝɫi/,He offered his brotherly advice when she was facing a difficult decision.,,
25,close-knit,/klˈoʊsnˈɪt/,"The residents of the small town were known for their close-knit community, always ready to lend a helping hand to their neighbors.",,
26,to adopt,/əˈdɑpt/,The couple decided to adopt a child to expand their family and share their love.,,
27,to cheat on,/tʃˈiːt ˈɑːn/,She discovered that her partner had cheated on her with a co-worker.,,
28,to inherit,/ˌɪnˈhɛɹət/,"After her grandmother's passing, she inherited a beautiful antique necklace.",,
29,to stand by,/stˈænd bˈaɪ/,"A good leader will always stand by their team, providing support and guidance.",,
30,to take after,/tˈeɪk ˈæftɚ/,The little girl strongly takes after her mother.,,
31,to [sing] {sb} to sleep,/sˈɪŋ ˌɛsbˈiː tə slˈiːp/,She would often sing her baby to sleep with a sweet lullaby.,,
32,closely related,/klˈoʊsli ɹɪlˈeɪɾᵻd/,The closely related cousins reunited for the family celebration.,,
